# Annotated with Bakta
# Software: v1.11.4
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_1	cds	3783661	3784128	-	KOIAIB_03790	273.0	5.4e-94	0.955	0.943	0.885	UniRef:UniRef50_B2VL52
contig_1	cds	3784191	3784442	-	KOIAIB_03791	95.5	1.5e-25	0.952	0.832	0.582	UniRef:UniRef50_A0A2X3DLN4
contig_1	cds	3784584	3785015	-	KOIAIB_03792	189.0	7.3e-61	0.993	0.979	0.676	UniRef:UniRef50_A0A6L6FAE8
contig_1	cds	3785260	3786804	+	KOIAIB_03793	955.0	0.0	1.0	0.873	0.938	UniRef:UniRef50_P37689
contig_1	cds	3786838	3788097	+	KOIAIB_03794	-	-	-	-	-	-
contig_1	cds	3788101	3789060	+	KOIAIB_03795	366.0	4.8e-125	0.972	0.920	0.635	UniRef:UniRef50_A0A380PW27
contig_1	cds	3789047	3790081	-	KOIAIB_03796	471.0	9.2e-166	0.956	0.914	0.678	UniRef:UniRef50_P11290
contig_1	cds	3790320	3791345	-	KOIAIB_03797	560.0	2.4e-202	0.827	0.996	0.975	UniRef:UniRef50_A0A2X2T2A0
contig_1	cds	3791355	3792551	-	KOIAIB_03798	542.0	4.2e-191	1.003	0.845	0.694	UniRef:UniRef50_A0A083ZUJ6
contig_1	cds	3792826	3793698	-	KOIAIB_03799	385.0	5.8e-134	0.986	0.983	0.615	UniRef:UniRef50_A0A9W5J8L0
contig_1	cds	3793987	3794919	+	KOIAIB_03800	613.0	5.1e-222	1.0	0.812	0.968	UniRef:UniRef50_P67910
contig_1	cds	3794929	3795975	+	KOIAIB_03801	679.0	3.8e-247	1.144	1.0	0.864	UniRef:UniRef50_P37692
contig_1	cds	3795979	3796938	+	KOIAIB_03802	517.0	1.4e-184	0.934	0.871	0.839	UniRef:UniRef50_P0DX54
contig_1	cds	3796948	3798207	+	KOIAIB_03803	732.0	2.0e-266	0.964	0.940	0.970	UniRef:UniRef50_P27243
contig_1	cds	3798239	3799312	-	KOIAIB_03804	403.0	1.2e-138	0.989	0.949	0.586	UniRef:UniRef50_P27242
contig_1	cds	3799345	3800196	-	KOIAIB_03805	519.0	1.4e-186	0.926	0.840	0.996	UniRef:UniRef50_P27241
contig_1	cds	3800267	3800965	-	KOIAIB_03806	406.0	3.3e-143	0.987	0.821	0.886	UniRef:UniRef50_P27240
contig_1	cds	3800983	3801999	-	KOIAIB_03807	593.0	1.1e-213	0.956	0.832	0.913	UniRef:UniRef50_P27129
contig_1	cds	3802039	3803058	-	KOIAIB_03808	365.0	6.6e-124	0.991	0.928	0.506	UniRef:UniRef50_A0A085FZ91
contig_1	cds	3803058	3804137	-	KOIAIB_03809	479.0	2.2e-168	0.922	0.869	0.671	UniRef:UniRef50_P27127
contig_1	cds	3804181	3805116	-	KOIAIB_03810	573.0	1.3e-207	1.0	1.0	0.894	UniRef:UniRef50_A0A376PP81
contig_1	cds	3805153	3805950	-	KOIAIB_03811	426.0	1.1e-150	0.906	0.886	0.863	UniRef:UniRef50_A0A377DB85
contig_1	cds	3805943	3807067	-	KOIAIB_03812	489.0	4.5e-172	0.995	0.974	0.618	UniRef:UniRef50_O68209
contig_1	cds	3807064	3808134	-	KOIAIB_03813	481.0	1.9e-169	0.963	0.940	0.679	UniRef:UniRef50_P25742
contig_1	ncRNA-region	3808182	3808220	-	-	55.4	1.6e-11	-	-	-	RFAM:RF01707
contig_1	cds	3808540	3809817	+	KOIAIB_03814	682.0	5.1e-246	0.991	0.913	0.800	UniRef:UniRef50_A0A084A2C0
contig_1	cds	3809825	3810304	+	KOIAIB_03815	314.0	2.2e-109	1.0	0.820	0.994	UniRef:UniRef50_P0A6I6
contig_1	cds	3810343	3811152	-	KOIAIB_03816	335.0	2.2e-114	0.996	0.887	0.586	UniRef:UniRef50_Q65R59
contig_1	cds	3811250	3811417	-	KOIAIB_03817	58.2	1.0e-11	0.891	0.860	0.571	UniRef:UniRef50_A0A5P9IIW8
contig_1	cds	3811438	3811674	-	KOIAIB_03818	101.0	2.6e-28	0.987	1.0	0.623	UniRef:UniRef50_Q491X0
contig_1	cds	3811891	3812559	-	KOIAIB_03819	274.0	3.5e-92	0.982	0.978	0.633	UniRef:UniRef50_I2BEI5
contig_1	cds	3812731	3813951	+	KOIAIB_03820	551.0	1.6e-194	0.995	0.845	0.703	UniRef:UniRef50_A0A084A2C7
contig_1	cds	3813929	3814387	+	KOIAIB_03821	253.0	1.4e-85	0.987	0.815	0.780	UniRef:UniRef50_Q5ZSN0
contig_1	cds	3814494	3815090	+	KOIAIB_03822	300.0	2.3e-102	1.0	0.825	0.798	UniRef:UniRef50_P0C093
contig_1	cds	3815127	3815768	-	KOIAIB_03823	304.0	1.4e-103	1.0	0.807	0.690	UniRef:UniRef50_P50587
contig_1	cds	3815863	3816549	-	KOIAIB_03824	259.0	1.2e-85	0.974	0.860	0.608	UniRef:UniRef50_M1LU17
contig_1	cds	3816676	3817539	+	KOIAIB_03825	362.0	8.6e-124	1.003	0.811	0.649	UniRef:UniRef50_P23839
contig_1	cds	3817760	3818584	+	KOIAIB_03826	306.0	9.9e-103	0.956	0.859	0.588	UniRef:UniRef50_A0A7X7BME0
contig_1	cds	3818874	3819491	+	KOIAIB_03827	348.0	8.2e-122	1.0	1.0	0.849	UniRef:UniRef50_A0A088QDU6
contig_1	cds	3819488	3821170	-	KOIAIB_03828	711.0	1.9e-253	0.991	0.975	0.591	UniRef:UniRef50_A4W502
contig_1	cds	3821428	3822051	+	KOIAIB_03829	355.0	4.2e-124	0.995	0.817	0.883	UniRef:UniRef50_Q8ZJQ2
contig_1	cds	3822106	3822381	+	KOIAIB_03830	92.4	4.6e-24	0.956	0.813	0.552	UniRef:UniRef50_A0A2D4TDH0
contig_1	cds	3822400	3824508	+	KOIAIB_03831	1181.0	0.0	1.001	0.968	0.856	UniRef:UniRef50_Q9KNM2
contig_1	cds	3824515	3825204	+	KOIAIB_03832	402.0	2.8e-142	1.0	0.939	0.904	UniRef:UniRef50_Q6DB63
contig_1	cds	3825210	3827291	+	KOIAIB_03833	1331.0	0.0	1.0	0.881	0.990	UniRef:UniRef50_P24230
contig_1	cds	3827460	3828665	-	KOIAIB_03834	474.0	3.1e-165	1.015	0.964	0.639	UniRef:UniRef50_A0A376VD50
contig_1	cds	3828945	3830336	+	KOIAIB_03835	741.0	1.1e-268	0.959	0.945	0.865	UniRef:UniRef50_G1VFK0
contig_1	cds	3830457	3832166	+	KOIAIB_03836	956.0	0.0	0.995	0.991	0.830	UniRef:UniRef50_A0A212IQ57
contig_1	cds	3832219	3834537	-	KOIAIB_03837	897.0	0.0	0.942	0.904	0.575	UniRef:UniRef50_A0A7X7STN3
contig_1	cds	3834547	3835929	-	KOIAIB_03838	784.0	4.0e-284	1.246	1.0	0.731	UniRef:UniRef50_P31435
contig_1	tRNA	3836222	3836316	+	KOIAIB_03839	142.5	-	-	-	-	-
contig_1	cds	3836953	3838137	+	KOIAIB_03840	528.0	2.3e-186	0.977	0.919	0.701	UniRef:UniRef50_P33027
contig_1	cds	3838248	3839171	+	KOIAIB_03841	498.0	1.5e-177	0.971	0.937	0.899	UniRef:UniRef50_O33787
contig_1	cds	3839175	3839993	-	KOIAIB_03842	455.0	1.6e-161	0.974	0.852	0.868	UniRef:UniRef50_P04846
contig_1	cds	3840215	3840508	+	KOIAIB_03843	136.0	2.1e-41	1.031	1.0	0.650	UniRef:UniRef50_Q7CPG1
contig_1	cds	3840549	3841787	-	KOIAIB_03844	395.0	9.3e-134	0.917	0.883	0.553	UniRef:UniRef50_A0A806XAI6
contig_1	cds	3841950	3842402	-	KOIAIB_03845	179.0	6.8e-57	0.933	0.881	0.636	UniRef:UniRef50_A0A8B6IWN8
contig_1	cds	3842455	3843789	-	KOIAIB_03846	704.0	1.4e-254	1.0	0.972	0.847	UniRef:UniRef50_A0A377BTG2
contig_1	cds	3843964	3845730	+	KOIAIB_03847	1139.0	0.0	1.051	1.0	0.942	UniRef:UniRef50_P31441
contig_1	cds	3845776	3847167	-	KOIAIB_03848	870.0	0.0	0.998	0.931	0.957	UniRef:UniRef50_P0AGC0
contig_1	cds	3847305	3848624	-	KOIAIB_03849	803.0	3.3e-293	1.0	0.889	0.886	UniRef:UniRef50_P09836
contig_1	cds	3848634	3850136	-	KOIAIB_03850	629.0	3.2e-223	0.986	0.955	0.645	UniRef:UniRef50_P09835
contig_1	cds	3850136	3850726	-	KOIAIB_03851	377.0	2.8e-133	1.0	0.879	0.969	UniRef:UniRef50_P27667
contig_1	cds	3850802	3851092	-	KOIAIB_03852	-	-	-	-	-	-
contig_1	cds	3851096	3852784	-	KOIAIB_03853	636.0	1.4e-223	0.984	0.914	0.588	UniRef:UniRef50_A0A4U9D5U1
contig_1	ncRNA	3853118	3853247	-	KOIAIB_03854	150.2	1.7e-25	-	-	-	RFAM:RF01400
contig_1	cds	3853553	3853642	+	KOIAIB_03855	39.3	6.1e-05	0.862	0.806	1.0	UniRef:UniRef50_A5A627
contig_1	cds	3853922	3855106	+	KOIAIB_03856	471.0	1.3e-164	0.990	1.0	0.628	UniRef:UniRef50_D2U3C7
contig_1	cds	3855114	3855611	-	KOIAIB_03857	163.0	3.9e-50	0.982	0.959	0.506	UniRef:UniRef50_B7LK21
contig_1	cds	3855608	3855970	-	KOIAIB_03858	221.0	5.2e-74	0.933	0.812	0.991	UniRef:UniRef50_Q329D7
contig_1	cds	3855960	3856307	-	KOIAIB_03859	119.0	4.2e-34	0.878	0.821	0.594	UniRef:UniRef50_H5V1T0
contig_1	cds	3856415	3856864	+	KOIAIB_03860	-	-	-	-	-	-
contig_1	cds	3856911	3858404	-	KOIAIB_03861	596.0	3.9e-210	1.016	0.988	0.560	UniRef:UniRef50_P31447
contig_1	cds	3858401	3860116	-	KOIAIB_03862	1071.0	0.0	0.989	0.869	0.984	UniRef:UniRef50_P31448
contig_1	cds	3860283	3861176	+	KOIAIB_03863	537.0	3.6e-193	0.987	0.880	0.874	UniRef:UniRef50_P31449
contig_1	cds	3861173	3861349	-	KOIAIB_03864	-	-	-	-	-	-
contig_1	cds	3861349	3861987	-	KOIAIB_03865	337.0	2.7e-117	0.830	0.822	0.932	UniRef:UniRef50_P31450
contig_1	cds	3861987	3862472	-	KOIAIB_03866	-	-	-	-	-	-
contig_1	cds	3862497	3863603	-	KOIAIB_03867	625.0	2.1e-225	0.970	0.848	0.871	UniRef:UniRef50_A0A090NLI9
contig_1	cds	3863899	3864615	+	KOIAIB_03868	384.0	1.7e-135	0.836	1.0	0.985	UniRef:UniRef50_A0A222AKD4
contig_1	cds	3864612	3866273	-	KOIAIB_03869	932.0	0.0	1.0	0.939	0.875	UniRef:UniRef50_B7LK27
contig_1	cds	3866469	3866897	-	KOIAIB_03870	170.0	2.1e-53	0.993	0.959	0.603	UniRef:UniRef50_A8G7R9
contig_1	cds	3867009	3867422	-	KOIAIB_03871	163.0	7.8e-51	1.007	0.986	0.616	UniRef:UniRef50_E0SEQ3
contig_1	ncRNA-region	3867416	3867488	-	-	100.5	1.6e-16	-	-	-	RFAM:RF01832
contig_1	cds	3867800	3868060	+	KOIAIB_03872	-	-	-	-	-	-
contig_1	cds	3868062	3869276	-	KOIAIB_03873	716.0	1.3e-261	0.832	0.916	0.982	UniRef:UniRef50_A0A658YVY0
contig_1	cds	3869377	3870441	+	KOIAIB_03874	611.0	7.3e-222	0.839	1.0	0.993	UniRef:UniRef50_S1P6Q3
contig_1	cds	3870438	3871730	-	KOIAIB_03875	783.0	4.2e-286	0.998	0.927	0.890	UniRef:UniRef50_A0A1V9DAV9
contig_1	cds	3871850	3872998	-	KOIAIB_03876	687.0	1.2e-249	1.110	1.0	0.792	UniRef:UniRef50_Q8ZKZ1
contig_1	cds	3872995	3873612	-	KOIAIB_03877	361.0	1.0e-126	0.995	0.911	0.887	UniRef:UniRef50_Q6BF16
contig_1	cds	3873596	3874474	-	KOIAIB_03878	560.0	3.6e-202	1.158	1.0	0.858	UniRef:UniRef50_P31459
contig_1	cds	3874471	3875160	-	KOIAIB_03879	349.0	5.9e-121	0.996	0.864	0.789	UniRef:UniRef50_P31460
contig_1	cds	3875438	3876094	+	KOIAIB_03880	434.0	6.4e-155	1.0	0.848	1.0	UniRef:UniRef50_P0ADM6
contig_1	cds	3876140	3876952	-	KOIAIB_03881	351.0	4.4e-120	1.0	0.826	0.656	UniRef:UniRef50_A0A083ZUP3
contig_1	cds	3877067	3877465	-	KOIAIB_03882	243.0	2.4e-82	0.970	0.865	1.0	UniRef:UniRef50_P09996
contig_1	ncRNA	3877620	3877662	+	KOIAIB_03883	44.9	8.8e-06	-	-	-	RFAM:RF02751
contig_1	cds	3877705	3880119	-	KOIAIB_03884	1099.0	0.0	1.011	0.996	0.684	UniRef:UniRef50_A0A0S2JCA5
contig_1	cds	3880148	3881221	-	KOIAIB_03885	572.0	1.7e-204	0.994	0.831	0.797	UniRef:UniRef50_P0A7H0
contig_1	cds	3881221	3882321	-	KOIAIB_03886	574.0	5.1e-207	0.809	0.964	0.970	UniRef:UniRef50_A0A7U3M6B6
contig_1	cds	3882326	3883729	-	KOIAIB_03887	871.0	0.0	1.015	1.002	0.949	UniRef:UniRef50_A0A1C4E0M5
contig_1	ncRNA	3883139	3883219	+	KOIAIB_03888	102.0	7.3e-20	-	-	-	RFAM:RF02674
contig_1	sorf	3884026	3884106	+	KOIAIB_03889	60.1	2.0e-18	1.0	1.0	1.0	UniRef:UniRef50_P0DPP8
contig_1	cds	3884336	3884476	+	KOIAIB_03890	69.7	1.4e-16	0.848	0.886	0.923	UniRef:UniRef50_P66248
contig_1	cds	3884526	3884852	+	KOIAIB_03891	155.0	1.9e-48	1.0	0.837	0.713	UniRef:UniRef50_Q1LTW1
contig_1	cds	3885076	3886722	+	KOIAIB_03892	1019.0	0.0	1.042	1.0	0.909	UniRef:UniRef50_P25714
contig_1	cds	3886828	3888192	+	KOIAIB_03893	550.0	1.9e-193	1.044	0.994	0.635	UniRef:UniRef50_Q5NFF3
contig_1	cds	3888730	3890145	+	KOIAIB_03894	863.0	1.3e-316	1.0	0.994	0.898	UniRef:UniRef50_A0A0J1LUX1
contig_1	cds	3890236	3891483	+	KOIAIB_03895	741.0	2.6e-270	0.918	0.907	0.987	UniRef:UniRef50_A0A418GJ98
contig_1	cds	3891615	3892790	+	KOIAIB_03896	424.0	5.2e-145	1.046	0.893	0.575	UniRef:UniRef50_P31462
contig_1	cds	3892765	3893724	+	KOIAIB_03897	500.0	5.0e-178	1.0	0.933	0.743	UniRef:UniRef50_P31463
contig_1	cds	3893881	3894630	+	KOIAIB_03898	506.0	6.1e-183	1.0	0.984	0.992	UniRef:UniRef50_P0ADM8
contig_1	cds	3894652	3895218	+	KOIAIB_03899	198.0	1.2e-62	0.968	0.805	0.560	UniRef:UniRef50_A0A1X1EUE1
contig_1	cds	3895272	3896609	-	KOIAIB_03900	719.0	6.9e-260	1.0	0.897	0.856	UniRef:UniRef50_P31466
contig_1	cds	3896774	3897439	+	KOIAIB_03901	278.0	2.8e-93	0.995	0.909	0.591	UniRef:UniRef50_A0A0D6GJ90
contig_1	cds	3897506	3897973	+	KOIAIB_03902	268.0	1.4e-91	1.0	0.876	0.942	UniRef:UniRef50_P31468
contig_1	cds	3898022	3898609	+	KOIAIB_03903	413.0	1.3e-147	0.949	0.869	1.0	UniRef:UniRef50_P31469
contig_1	cds	3898671	3899393	-	KOIAIB_03904	368.0	1.5e-128	0.988	0.937	0.743	UniRef:UniRef50_A0A7H4MA90
contig_1	cds	3899408	3900577	-	KOIAIB_03905	773.0	1.4e-283	1.0	0.973	0.992	UniRef:UniRef50_P31471
contig_1	cds	3900604	3902220	-	KOIAIB_03906	812.0	1.7e-293	0.970	0.873	0.774	UniRef:UniRef50_W9BJX5
contig_1	cds	3902289	3903701	-	KOIAIB_03907	561.0	1.3e-197	0.981	0.989	0.599	UniRef:UniRef50_A0A377ZAY5
contig_1	cds	3903720	3905597	-	KOIAIB_03908	1182.0	0.0	1.099	1.0	0.902	UniRef:UniRef50_P08722
contig_1	cds	3905731	3906567	-	KOIAIB_03909	501.0	4.9e-180	1.0	0.996	0.978	UniRef:UniRef50_A0A9P2MYI8
contig_1	cds	3906853	3907578	-	KOIAIB_03910	320.0	1.0e-109	0.971	0.979	0.658	UniRef:UniRef50_A0A191W1Z7
contig_1	cds	3907593	3908366	-	KOIAIB_03911	322.0	2.0e-109	1.121	0.954	0.556	UniRef:UniRef50_A0A1M5Z1N6
contig_1	cds	3908549	3909439	-	KOIAIB_03912	528.0	2.2e-189	0.993	0.883	0.952	UniRef:UniRef50_P07654
contig_1	cds	3909439	3910398	-	KOIAIB_03913	459.0	2.4e-161	1.028	0.868	0.713	UniRef:UniRef50_P45191
contig_1	cds	3910485	3911525	-	KOIAIB_03914	572.0	6.2e-205	1.0	0.861	0.812	UniRef:UniRef50_P0AG82
contig_1	cds	3911839	3913668	-	KOIAIB_03915	1052.0	0.0	0.979	0.951	0.903	UniRef:UniRef50_P59499
contig_1	cds	3913830	3915200	-	KOIAIB_03916	535.0	6.5e-187	0.978	0.901	0.614	UniRef:UniRef50_A7MMY0
contig_1	ncRNA	3915284	3915441	+	KOIAIB_03917	188.4	5.4e-26	-	-	-	RFAM:RF02060
contig_1	cds	3915553	3915972	-	KOIAIB_03918	199.0	6.3e-65	0.964	0.876	0.754	UniRef:UniRef50_Q12HQ2
contig_1	cds	3915993	3917375	-	KOIAIB_03919	693.0	3.8e-249	1.028	0.920	0.761	UniRef:UniRef50_Q7VU44
contig_1	cds	3917402	3918265	-	KOIAIB_03920	496.0	1.5e-177	1.0	0.953	0.899	UniRef:UniRef50_P43716
contig_1	cds	3918316	3919857	-	KOIAIB_03921	744.0	5.2e-268	0.996	0.973	0.753	UniRef:UniRef50_O51874
contig_1	cds	3919870	3920403	-	KOIAIB_03922	276.0	4.1e-94	1.0	0.957	0.831	UniRef:UniRef50_Q7NA91
contig_1	cds	3920418	3920888	-	KOIAIB_03923	182.0	6.3e-58	1.013	0.958	0.785	UniRef:UniRef50_A0KQY2
contig_1	cds	3920950	3921189	-	KOIAIB_03924	104.0	1.9e-29	0.937	0.892	0.730	UniRef:UniRef50_A0A1I0DNZ3
contig_1	cds	3921236	3922051	-	KOIAIB_03925	333.0	1.5e-113	0.993	0.947	0.613	UniRef:UniRef50_P0AB98
contig_1	cds	3922060	3922440	-	KOIAIB_03926	136.0	3.3e-40	1.0	0.824	0.603	UniRef:UniRef50_P0ABC0
contig_1	cds	3923057	3923680	-	KOIAIB_03927	337.0	3.7e-117	1.0	0.870	0.807	UniRef:UniRef50_Q7NA87
contig_1	cds	3923744	3925633	-	KOIAIB_03928	1109.0	0.0	1.0	0.904	0.900	UniRef:UniRef50_P0A6U3
contig_1	cds	3926012	3926455	-	KOIAIB_03929	257.0	1.8e-87	1.0	0.891	0.816	UniRef:UniRef50_P03817
contig_1	cds	3926545	3927003	-	KOIAIB_03930	222.0	1.6e-73	0.961	0.890	0.774	UniRef:UniRef50_P0ACI6
contig_1	cds	3927155	3928147	+	KOIAIB_03931	545.0	3.1e-196	0.800	0.892	0.996	UniRef:UniRef50_A0A377E031
contig_1	cds	3928152	3929603	-	KOIAIB_03932	835.0	6.6e-305	1.027	1.0	0.861	UniRef:UniRef50_Q8ZKW3
contig_1	cds	3929597	3931093	-	KOIAIB_03933	810.0	5.2e-294	1.0	0.888	0.823	UniRef:UniRef50_P31473
contig_1	cds	3931316	3933184	+	KOIAIB_03934	1034.0	0.0	1.0	0.931	0.831	UniRef:UniRef50_P63183
contig_1	cds	3933351	3933770	+	KOIAIB_03935	223.0	1.6e-74	1.0	0.972	0.806	UniRef:UniRef50_A7MMV4
contig_1	cds	3933778	3935283	+	KOIAIB_03936	800.0	1.8e-291	0.932	0.994	0.897	UniRef:UniRef50_A0A2X3GG12
contig_1	cds	3935288	3936253	+	KOIAIB_03937	433.0	8.9e-153	0.807	0.992	0.927	UniRef:UniRef50_A0A377PRY9
contig_1	cds	3936278	3937168	+	KOIAIB_03938	342.0	7.0e-116	0.943	0.830	0.627	UniRef:UniRef50_P44737
contig_1	cds	3937294	3938223	+	KOIAIB_03939	471.0	5.6e-167	0.997	0.994	0.812	UniRef:UniRef50_A0A3P8M3X6
contig_1	cds	3938227	3939219	+	KOIAIB_03940	571.0	1.5e-205	1.091	0.997	0.822	UniRef:UniRef50_A8ACQ9
contig_1	cds	3939185	3940612	-	KOIAIB_03941	866.0	2.5e-317	0.981	0.930	1.0	UniRef:UniRef50_P31474
contig_1	cds	3940635	3941327	-	KOIAIB_03942	323.0	8.1e-111	0.987	0.912	0.722	UniRef:UniRef50_P31475
contig_1	rRNA	3941808	3943349	+	KOIAIB_03943	1581.1	6.2e-48	-	-	-	RFAM:RF00177
contig_1	tRNA	3943435	3943510	+	KOIAIB_03944	66.6	-	-	-	-	-
contig_1	ncRNA	3943588	3943696	+	KOIAIB_03945	125.0	9.2e-22	-	-	-	RFAM:RF01830
contig_1	rRNA	3943704	3946607	+	KOIAIB_03946	2871.4	5.3e-06	-	-	-	RFAM:RF02541
contig_1	rRNA	3946702	3946817	+	KOIAIB_03947	92.6	2.4e-15	-	-	-	RFAM:RF00001
contig_1	tRNA	3946872	3946948	+	KOIAIB_03948	85.5	-	-	-	-	-
contig_1	tRNA	3946957	3947032	+	KOIAIB_03949	79.9	-	-	-	-	-
contig_1	cds	3947128	3947967	-	KOIAIB_03950	521.0	5.7e-187	1.254	1.0	0.797	UniRef:UniRef50_P0A2Q0
contig_1	cds	3948086	3948424	+	KOIAIB_03951	202.0	8.6e-67	0.982	0.846	0.964	UniRef:UniRef50_P0ADN2
contig_1	cds	3948449	3949969	-	KOIAIB_03952	815.0	7.2e-298	0.826	1.0	0.995	UniRef:UniRef50_A0A0H2VCK0
contig_1	ncRNA-region	3950248	3950540	+	-	157.4	4.9e-19	-	-	-	RFAM:RF02744
contig_1	sorf	3950507	3950557	+	KOIAIB_03953	38.1	6.0e-10	1.0	1.0	1.0	UniRef:UniRef50_C1P619
contig_1	cds	3950560	3951543	+	KOIAIB_03954	271.0	9.7e-88	0.890	0.874	0.502	UniRef:UniRef50_A0A2X2SUZ9
contig_1	cds	3951668	3952204	+	KOIAIB_03955	236.0	7.4e-79	0.860	0.927	0.765	UniRef:UniRef50_A0A354YFD9
contig_1	cds	3952201	3952464	+	KOIAIB_03956	80.9	9.2e-20	1.046	1.0	0.505	UniRef:UniRef50_A0A068Z5N5
contig_1	cds	3952484	3953413	+	KOIAIB_03957	534.0	2.0e-191	0.990	0.892	0.833	UniRef:UniRef50_P0AB80
contig_1	cds	3953478	3955328	+	KOIAIB_03958	894.0	0.0	0.998	0.865	0.735	UniRef:UniRef50_Q9I6E0
contig_1	cds	3955331	3956875	+	KOIAIB_03959	841.0	2.7e-305	0.953	0.831	0.882	UniRef:UniRef50_P04968
contig_1	cds	3956927	3957820	-	KOIAIB_03960	483.0	3.3e-173	0.832	1.0	0.976	UniRef:UniRef50_A0A455VH64
contig_1	cds	3957970	3959445	+	KOIAIB_03961	759.0	2.6e-276	1.0	1.195	0.817	UniRef:UniRef50_A0A2X1NUP5
contig_1	cds	3959532	3959813	-	KOIAIB_03962	120.0	3.1e-35	0.978	0.919	0.626	UniRef:UniRef50_L0MBV3
contig_1	cds	3960242	3960460	-	KOIAIB_03963	-	-	-	-	-	-
contig_1	cds	3960677	3962698	+	KOIAIB_03964	1248.0	0.0	0.993	0.910	0.934	UniRef:UniRef50_P09980
contig_1	cds	3962745	3964229	-	KOIAIB_03965	593.0	2.0e-208	0.988	0.892	0.629	UniRef:UniRef50_P25552
contig_1	cds	3964365	3965630	-	KOIAIB_03966	598.0	4.0e-213	1.055	0.949	0.689	UniRef:UniRef50_P0A8J8
contig_1	ncRNA-region	3965691	3965790	+	-	76.6	6.4e-12	-	-	-	RFAM:RF02773
contig_1	cds	3965761	3966090	+	KOIAIB_03967	213.0	2.3e-71	1.128	1.0	0.886	UniRef:UniRef50_E0SKQ9
contig_1	cds	3966417	3967676	+	KOIAIB_03968	655.0	1.3e-235	0.995	0.885	0.772	UniRef:UniRef50_Q7NXP1
contig_1	cds	3967686	3967904	+	KOIAIB_03969	152.0	1.8e-48	0.986	0.845	0.986	UniRef:UniRef50_J7R805
contig_1	cds	3967916	3969019	+	KOIAIB_03970	630.0	5.5e-228	0.997	0.951	0.858	UniRef:UniRef50_P0AC78
contig_1	cds	3969031	3970077	+	KOIAIB_03971	437.0	2.3e-152	0.974	0.950	0.652	UniRef:UniRef50_A0A4P8SLS1
contig_1	cds	3970133	3971263	+	KOIAIB_03972	475.0	1.6e-165	0.981	0.837	0.648	UniRef:UniRef50_D3VHX4
contig_1	cds	3971260	3972522	+	KOIAIB_03973	522.0	5.6e-183	0.998	0.886	0.637	UniRef:UniRef50_Q45410
contig_1	cds	3972522	3973589	+	KOIAIB_03974	543.0	1.9e-194	0.958	0.991	0.759	UniRef:UniRef50_A0A4U9U1U2
contig_1	cds	3973608	3974489	+	KOIAIB_03975	525.0	9.7e-188	1.0	0.807	0.867	UniRef:UniRef50_P37744
contig_1	cds	3974467	3975141	+	KOIAIB_03976	291.0	6.1e-99	0.996	0.987	0.668	UniRef:UniRef50_A0A0K0HGN3
contig_1	cds	3975146	3976276	+	KOIAIB_03977	595.0	5.0e-213	1.184	1.0	0.719	UniRef:UniRef50_P27833
contig_1	cds	3976278	3977528	+	KOIAIB_03978	629.0	3.4e-227	0.825	0.997	0.985	UniRef:UniRef50_A0A2X3KIZ8
contig_1	cds	3977525	3978604	+	KOIAIB_03979	484.0	3.6e-170	0.994	0.908	0.658	UniRef:UniRef50_P56258
contig_1	cds	3978601	3979953	+	KOIAIB_03980	666.0	5.8e-239	1.038	0.961	0.719	UniRef:UniRef50_P27835
contig_1	cds	3979956	3980696	+	KOIAIB_03981	281.0	5.7e-94	1.0	0.984	0.553	UniRef:UniRef50_A0AA42EID2
contig_1	cds	3980887	3982272	+	KOIAIB_03982	829.0	1.1e-302	0.998	0.893	0.917	UniRef:UniRef50_P27837
contig_1	tRNA	3982375	3982451	+	KOIAIB_03983	82.2	-	-	-	-	-
contig_1	tRNA	3982510	3982585	+	KOIAIB_03984	78.7	-	-	-	-	-
contig_1	tRNA	3982606	3982692	+	KOIAIB_03985	67.1	-	-	-	-	-
contig_1	tRNA	3982735	3982811	+	KOIAIB_03986	82.4	-	-	-	-	-
contig_1	cds	3982958	3984193	+	KOIAIB_03987	562.0	2.1e-199	1.0	0.930	0.606	UniRef:UniRef50_P25550
contig_1	cds	3984352	3986007	-	KOIAIB_03988	684.0	7.3e-243	0.926	0.856	0.627	UniRef:UniRef50_A0A653N3D8
contig_1	ncRNA	3986432	3986638	+	KOIAIB_03989	221.5	1.5e-33	-	-	-	RFAM:RF00083
contig_1	ncRNA	3986434	3986582	+	KOIAIB_03990	65.5	4.2e-11	-	-	-	RFAM:RF00128
contig_1	cds	3986686	3987882	-	KOIAIB_03991	552.0	2.9e-195	1.171	0.996	0.622	UniRef:UniRef50_P0ACB7
contig_1	cds	3987885	3989066	-	KOIAIB_03992	539.0	1.1e-190	0.934	0.844	0.820	UniRef:UniRef50_A0A3S4EFV5
contig_1	cds	3989088	3989828	-	KOIAIB_03993	275.0	9.1e-92	1.0	1.004	0.561	UniRef:UniRef50_A0A0J8YX47
contig_1	cds	3989825	3990787	-	KOIAIB_03994	464.0	1.5e-163	1.134	1.0	0.667	UniRef:UniRef50_Q6CZG3
contig_1	cds	3991153	3993699	+	KOIAIB_03995	1710.0	0.0	1.059	1.0	0.943	UniRef:UniRef50_Q59119
